product,title,date,rating,body
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Great price,"Reviewed in the United States 🇺🇸 on January 29, 2021",5.0,Great value and device my youngest daughter loves it.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Great but could be better!,"Reviewed in the United States 🇺🇸 on January 29, 2021",4.0,M1 processor performs great.  Would rate a 5 if I could run my iPad applications.  Limited apps compared to iPhone and iPad.  Hopefully this will improve.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Best laptop yet!,"Reviewed in the United States 🇺🇸 on January 29, 2021",5.0,"So I have never bought any Apple laptops off Amazon but it did arrive wrapped and packaged as if it came from Apple itself. Battery life is great, keyboard is great and it’s light. I don’t use laptop cameras so I can’t say either way on how good it is or isn’t."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Amazing!!,"Reviewed in the United States 🇺🇸 on January 29, 2021",5.0,"This MacBook was the best purchase I made this year. Highly recommend! The battery lasts for days,  the magical keyboard is so helpful writing at night. Very sleek design, the Touch ID is so convenient, you won’t regret getting this laptop. Only recommendation I have would be to get more storage."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Slowing down,"Reviewed in the United States 🇺🇸 on January 29, 2021",3.0,"Upgraded from my 2014 MacbookAir b/c it was slowing down. This 2020 MacbookAir started out great, but within 3 weeks it's slowing down too! Display is more or less fine. Front camera quality seems to have deteriorated somewhat. But trying to open applications, download/upload files, etc . . . is getting slow now and it's annoying."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Love my mac. But it got some bad smell :D,"Reviewed in the United States 🇺🇸 on January 29, 2021",4.0,"Really love my mac, but when it's arrived there is some stink out of it. I guess these Mac's are being kept at a damp warehouse or something."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Okay I'm on the Apple bandwagon...,"Reviewed in the United States 🇺🇸 on January 29, 2021",5.0,I love this laptop.  I was a die-hard PC / Android person prior but my experience with this product is really pushing me to the Apple world... Also the keyboard rules compared to the old butterfly keyboard they had previously.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Best choice for college students,"Reviewed in the United States 🇺🇸 on January 29, 2021",5.0,"If you're a heavy user, go for the 16 gig model. The 8 gigs 8s good enough for day to day task, plus the battery is unbelievable.  Easily goes for 2 days without worries"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Need I say more?,"Reviewed in the United States 🇺🇸 on October 12, 2021",5.0,"It's an apple product, so it always lives up (or even surpasses) the expectation. My daughter loves the color and the size. Now I feel like I need one myself!"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Fast and beautiful,"Reviewed in the United States 🇺🇸 on October 12, 2021",5.0,"This laptop is awesome. Lightweight, beautiful screen, and fast as lightning. I was worried about apple’s new m1 processor but my fears have been put to rest. It’s fast and can handle big jobs without getting hot."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Excelente servicio y maquina vino en perfecto estado,"Reviewed in the United States 🇺🇸 on October 12, 2021",5.0,Excelente servicio y maquina vino en perfecto estado
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray","as always, apple delivers.","Reviewed in the United States 🇺🇸 on October 12, 2021",5.0,"beautiful laptop, powerfull, slim. not like their phones lol."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Smoking fast M1 chip performance! Superb battery life!,"Reviewed in the United States 🇺🇸 on October 12, 2021",5.0,"I'm a PC person not so PC. Bought this for daughter and this new m1 chip crushes PC in several important areas. Battery life, encoding and transcoding. Apple is crushing it in After Effects and the Adobe Suite WITHOUT an impossible to find expensive unicorn video card."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Estoy muy desilusionada con la calidad del producto,"Reviewed in the United States 🇺🇸 on October 12, 2021",1.0,"Aun no cumple un año, la camara esta pixelada, un día de repente se estropeó el display y recien se me acaba de salir una tecla y no me funciona. No se golpeo ni nada, de la nada.Yo tenia una mac del 2012 q funcionaba perfecto, solo la cambie porque se me cayo jugo encima, pero sino era por ese accidente seguia años. Era fan de mac, y ahora estoy muy muy desilusionada, hacen todo para q no dure nada y lo tenga q cambiar. No la recomiendo mas! Yo contacte a soporte y ni bola me dieron, queria extender la garantia y no se puede porque claramente saben q falla. No compro mas una mac, lamentablemente tendre que mudar de marca porque yo pagaba con gusto por un producto de excelencia q duraba años, pero que se rompa tanto en menos de un año ... Q pena que hayan bajado la calidad de esta manera."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",GreT computer,"Reviewed in the United States 🇺🇸 on October 12, 2021",5.0,Top quality computer
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Only one thing but nothing about the computer,"Reviewed in the United States 🇺🇸 on October 12, 2021",3.0,I only have one thing I didn’t like.... it actually has nothing to do with the computer!I LOVE the computer but when the delivery guy destroyed our yard because they drove through it and got stuck is really aggravating! This is NOt the first time they have done this! And we have asked multiple times NOT to do it! We have multiple areas where Amazon workers have drove in our yard and messed it up!  They tell us that they will fix it but never do! My mother in law  and father in law are pissed so be prepared for a call from them :-)
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Great!!!,"Reviewed in the United States 🇺🇸 on October 12, 2021",5.0,"I spent a lot of time reviewing different brands, models, prices, GB, and this one definitely was exactly what I needed!! So far, so good I got it 2 days ago and it runs very smoothly."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray","It's an Apple product, so what's not to love?","Reviewed in the United States 🇺🇸 on October 12, 2021",5.0,"Like every Apple product, this is top notch. The original M1 chip is clearly outstanding, the speeds are phenomenal, and the batter life is tremendous. Certainly no complaints here!"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Apple gets me every time! Lol,"Reviewed in the United States 🇺🇸 on April 11, 2021",5.0,"Idk why I’d expect for it to be any less than perfect , for the price I paid it just better had been !!! Lol it’s just what I wanted .. I totally forget about my phone because I’m so happy about my new labtop! Lol💞"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",2020 Apple MacBook Air Laptop: Apple M1 Chip,"Reviewed in the United States 🇺🇸 on April 11, 2021",5.0,Very fast. Should come with a converter for USB.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",good battery,"Reviewed in the United States 🇺🇸 on April 11, 2021",5.0,
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",typical Apple and Amazon quality!,"Reviewed in the United States 🇺🇸 on April 11, 2021",5.0,As usual I am really impressed with the  product and also the efficiency on handling my purchase.....the United States  post office really should look at Amazon and Apple on how to run a business! ....just saying....
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Surface pro killer,"Reviewed in the United States 🇺🇸 on April 11, 2021",5.0,Bought the 8 gig ram model works great. Unless you’re running a lot of concurrent apps you don’t need 16 gig. This machine is fast and beautiful. By far the best laptop I found and believe me I thought a lot of them during the last 40 years!
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Tried several other laptops,"Reviewed in the United States 🇺🇸 on April 11, 2021",5.0,"I tried several other higher cost laptops. Namely Windows based.  I was dissatisfied, display resolution was lacking, battery life, etc...  Looked at the new MacBook Air and purchased it.  I am satisfied with it, no regrets!!!  Seems like it was created by people in the future! ;)"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",love my Mac,"Reviewed in the United States 🇺🇸 on April 11, 2021",5.0,I'm not to fond of the lack of a USB port forcing people to have to by additional accessories
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Good machine.,"Reviewed in the United States 🇺🇸 on April 11, 2021",3.0,"I'm a PC guy, not a apple fanboy. Credit where is deserved though, Apple does make nice if overpriced devices. It definitely has the best screen of any laptop I've bought. The M1 battery life and performance is quite impressive for a laptop for this size and price. Keyboard is good too. Points deducted for apple pulling it's usual crap.... Only 8 gigs of ram and 256 of storage. Lack of ports too."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Incredible Macbook Air,"Reviewed in the United States 🇺🇸 on April 11, 2021",5.0,"The best purchase i could ever made, worth the money! The great choice for the price, instead of the Macbook Pro. Incredible Weight, Screen, speed processing, performance and look."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",It’s an Apple,"Reviewed in the United States 🇺🇸 on April 11, 2021",5.0,It’s an Apple. That really says it all.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Its great,"Reviewed in the United States on March 6, 2022",5.0,I use this product for work.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Portable and It Is An Apple,"Reviewed in the United States on March 6, 2022",5.0,"With my current Apple computer showing it’s age, buying a new Apple MacBook was a know brainer. It is convenient, easy to use, fits into my Apple world and it is an Apple."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Love this,"Reviewed in the United States on March 6, 2022",4.0,"I finally bought a Mac after years of Dells, ASUS, and HPs, and I am never going back. Absolutely worth the money."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Amazing computer and price,"Reviewed in the United States on March 6, 2022",5.0,"So far this has been a wonderful purchase. The processor is so fast, that’s what I noticed the most is how fast it is. Super excited to get the M1 ship at such a discounted rate."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Good but looks like mac has bad touchbar,"Reviewed in the United States on March 6, 2022",3.0,"This is my first MacBook and I like it for the price, but touchbar isa bit weird. As i find out this is not fault apple just have this kind of touchbars. I had acer predator helios 300 before this and it has much better toucbar. Much comfortable in every aspect."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Good battery than ipad M1,"Reviewed in the United States on March 6, 2022",5.0,
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Good,"Reviewed in the United States on March 6, 2022",5.0,Just like the picture ♥️
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",great item very solid and nice,"Reviewed in the United States on March 6, 2022",5.0,"this item is very good. I buy it for my son who is going to college in Shouth DAKOTA  at MOUNT MARTY university, He is happy and am happy for him."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",A fresh air,"Reviewed in the United States on March 6, 2022",5.0,As expected from an Apple. Perfect désigne smooth experience of setting up the laptop. Pure joy.After years of work dell it’s nice to go back to my apple
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",School made,"Reviewed in the United States on March 6, 2022",5.0,My great grandson uses this for online schooling. Perfect. He is very happy.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",The best ever!!,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,"I absolutely love this computer. It is attractive, feels nice and works perfect as all apple products."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Best laptop ive ever had!,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,"I’m really happy with this purchase because I’ve wanted a MacBook for a long time and when I finally wanted to save up for it the day I bought it, it went to 899 and I was happy"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Great. Value for money,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,Finally got my MacBook Air. So far so good. Value for money. I have used windows all my life. My first MacBook. Will share an update.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Love!!,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,It’s amazing. It has everything I need and more to be able to stay on track from day to day life. It’s by far the best to me out there right now
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Good purchase,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,Great computer… came packaged very nicely. Good purchase.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Love it!!,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,Love it!! I ordered it last night and it arrived this morning! Super efficient delivery and the product came intact! Thank you Amazon! The laptop is very sleek looking and light to carry. I have found it very user friendly and super customizable! Definitely recommend. :)
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",MacBook is a dependable product.,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,"This is the second MacBook I’ve owned. The first one lasted 11 years. Apple makes a quality product. The MacBook Air is lightweight, responsive and excellent graphics. I continue to invest in only Apple products."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Amazing!,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,Amazing laptop! Switched to this when my HP Pavilion crashed and I don’t regret it. Easy to maneuver and it connects right to your iPhone to make things nice and smooth.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Love my new MacBook Air!,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,"Love my new MacBook Air!! Light, sleek, long lasting battery, plug & play! Surprised it does not have regular USB ports, but ordered 2-pack of USB to USB-C adapters for $10. Love all my Apple products from their packaging to their long lasting durability and fantastic performance/technology."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Fast machine and easy to set up/configure,"Reviewed in the United States 🇺🇸 on June 15, 2021",5.0,"Love the lightweight and easy to set up/configure capabilities.  This is my first MAC although I have iPads and an Apple watch.  Though it might be scary to move from Windows, but not at all.  Like all Apple products - everything was seamless.  Great price as well.."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Super fast,"Reviewed in the United States on September 5, 2021",5.0,This Mac is the fastest that I have had. Wakeup is instant. The fingerprint reader is exceptional. Screen quality is tops. Connectivity to external devices is simple and easy. Very satisfied
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Fingerprint ease at sign in,"Reviewed in the United States on September 5, 2021",5.0,Enjoying the fingerprint feature of this new MAC air. Loading is quick with the new Apple M1 chip.Wish I could use a mouse instead of touchpad. Did that on prior models over the years.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Affordable and Quality,"Reviewed in the United States on September 5, 2021",5.0,I love this Mac! It stays charged for what seems like forever. I’ve had no issues with it and while I’m lesson planning I have lots of windows open. It is very easy to use. I never worry about covering the fan while I’m trying to comfortably work. It’s affordable and quality.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Lovely,"Reviewed in the United States on September 5, 2021",5.0,"Received clean, neat, well packaged and on time. Lovely system"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Best Laptop,"Reviewed in the United States on September 5, 2021",5.0,I love that this laptop is lightweight and the perfect size. Thought it was going to be much smaller but thankfully it was just right!
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Treat yourself to an upgrade,"Reviewed in the United States on September 5, 2021",5.0,Beautiful device. Perfect for simply web browsing and ideal for teachers like myself that need to use Microsoft Office and Google Classroom etc. Definitely worth every penny. Treat yourself if you’ve been debating this over a PC laptop.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",MacBook Air 2020,"Reviewed in the United States on September 5, 2021",5.0,M1 chip is faster than core i5. I see there is quite a big difference in machine handling concurrent applications at a time. Really nice improvement by Apple.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",First Mac laptop,"Reviewed in the United States on September 5, 2021",5.0,Love this computer !
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Incredibly fast M1 chip.,"Reviewed in the United States on September 5, 2021",5.0,Exceeded all expectations.  Amazing entry level Mac.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Great laptop,"Reviewed in the United States on September 5, 2021",5.0,I’ve had a 2012 MacBook Pro and it’s still running good just a lil slow. Now to upgrade to this MacBook Air not a big difference but runs way smoother
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Maybe not the best thing,"Reviewed in the United States 🇺🇸 on March 4, 2021",4.0,"The cámara it’s really good , so I just had my first problem with it I was doing homework and the screen started glitching so let’s see what happen"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Just what you’re looking for,"Reviewed in the United States 🇺🇸 on March 4, 2021",5.0,This was exactly what I was looking for. Got the beautiful Rose Gold colored edition which had been sold out in stores every time I looked. Fast delivery that arrived a day earlier than expected. Everything I wanted with no hassles.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Awesome little machine. I love it,"Reviewed in the United States 🇺🇸 on March 4, 2021",5.0,I have zero complaints. I’ve always heard wonderful things about Apple computers.  I wish I made this purchase a long time ago. Would have avoided headaches and could have saved myself a lot of money on cheap laptops.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",“Perfect” The best computer ever,"Reviewed in the United States 🇺🇸 on March 4, 2021",5.0,Perfect perfect perfect. Nothing damaged and I got it for a good price! 100 dollars off at the time.  Thank you ❤️❤️❤️
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Perfect!,"Reviewed in the United States 🇺🇸 on March 4, 2021",5.0,It’s perfect and fast shipping
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Decent value,"Reviewed in the United States 🇺🇸 on March 4, 2021",4.0,Nice computer
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",It leads others follow.,"Reviewed in the United States 🇺🇸 on March 4, 2021",5.0,"Screen quality  “SUPER ULTRA HD” Battery life “Excellent “ 7 (hours still not less than 90%.). Camera quality “Distinction”. I like everything about it including the light weight, sleek style and many more. It’s my ultimate working assistance."
